"Variable / Field Name";"Form Name";"Section Header";"Field Type";"Field Label";"Choices, Calculations, OR Slider Labels";"Field Note";"Text Validation Type OR Show Slider Number";"Text Validation Min";"Text Validation Max";Identifier?;"Branching Logic (Show field only if...)";"Required Field?";"Custom Alignment";"Question Number (surveys only)";"Matrix Group Name";"Matrix Ranking?";"Field Annotation"
oid_1_1_2_11_1_4;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Mein/e Therapeut/in und ich arbeiten gemeinsam daran, Therapieziele zu setzen.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_5;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Mein/e Therapeut/in achten einander.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_6;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Mein/e Therapeut/in und ich arbeiten auf Ziele hin über die wir uns einig sind.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_7;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Ich spüre, dass mein/e Therapeut/in mich schätzt.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_8;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Mein/e Therapeut/in stimmen überein, woran es für mich wichtig ist zu arbeiten.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_9;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Ich spüre, dass mein/e Therapeut/in auch dann zu mir steht, wenn ich etwas tue, was er/sie nicht gutheißt.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_10;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Ich spüre, dass das, was ich in der Therapie tue, mir helfen wird, die von mir gewünschten Veränderungen zu erreichen.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_11;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Mein/e Therapeut/in und ich sind uns im Klaren darüber, welche Veränderungen gut für mich wären.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_1_12;working_alliance_inventory_revidierte_kurzform_wai;;dropdown;"Ich glaube, dass es richtig ist, wie wir an meinem Problem arbeiten.";"1, Selten | 2, Manchmal | 3, Öfters | 4, Sehr oft | 5, Immer";;;;;;;y;;;;;
oid_1_1_2_11_2_1;working_alliance_inventory_revidierte_kurzform_wai;;calc;Goal;"sum([oid_1_1_2_11_1_4]
,[oid_1_1_2_11_1_6]
,[oid_1_1_2_11_1_8]
,[oid_1_1_2_11_1_11]
)";"Algorithmus zur Berechnung des Goal Items";;;;;;;;;;;" @HIDDEN"
oid_1_1_2_11_2_2;working_alliance_inventory_revidierte_kurzform_wai;;calc;Task;"sum([oid_1_1_2_11_1_1]
,[oid_1_1_2_11_1_2]
,[oid_1_1_2_11_1_10]
,[oid_1_1_2_11_1_12]
)";"Algorithmus zur Berechnung des Task Items";;;;;;;;;;;" @HIDDEN"
oid_1_1_2_11_2_3;working_alliance_inventory_revidierte_kurzform_wai;;calc;Bond;"sum([oid_1_1_2_11_1_3]
,[oid_1_1_2_11_1_5]
,[oid_1_1_2_11_1_7]
,[oid_1_1_2_11_1_9]
)";"Algorithmus zur Berechnung des Bond Items";;;;;;;;;;;" @HIDDEN"
oid_1_1_2_11_3_1;working_alliance_inventory_revidierte_kurzform_wai;;descriptive;"© Society for Psychotherapy Research (SPR)";;;;;;;;;;;;;
